record_id,Tipo de Vítima,Idade,Condição,driverVitima_id,Veículo,Gênero,Faixa
cbf9cb82-8dd9-4d72-a78b-a29c2eabf906,Condutor,11,Ferido,b7476275-9e41-4453-93ff-506e3d216868,51153b2a-9909-41f7-91ef-d6754810fd55,Masculino,11 a 14
95358e1a-d093-4118-a0d1-7665adb4ca61,Condutor,30,Ferido,6e376d2a-72a1-4957-8eaf-43ec46e2d3df,0375b7c6-dad6-42aa-8e3c-b9ddf5711f1b,Masculino,30 a 59
911ff31f-fc7d-4350-91fe-c1999013eb0b,Condutor,46,Ferido,70df0933-637f-419d-b009-e45c313f5db1,ededfef8-989b-447a-852f-6e8bab3af761,Masculino,30 a 59
4c45c3e0-bd9d-41cd-b7f5-4566716381a1,Condutor,36,Ferido,3c72b200-66a0-442d-b8f2-5368cee66d0a,6caf5ed3-acce-4796-beed-6e62ce9fc68a,Masculino,30 a 59
00d8d8f2-7926-4c89-9685-9acbca4c27bc,Condutor,SI,Ferido,5216ef5f-6e08-4391-a4be-02ad5395c38d,721aebf6-bbc3-45cb-8abe-e986d4322832,Masculino,Sem Informação
248acb73-6880-47a7-a8c5-85e4ae0033b1,Condutor,32,Ferido,90a2dd32-2f72-48fd-a865-694067bf89b4,a7f3987a-c7a4-4138-ab9b-e4c1a9e3225c,Masculino,30 a 59
9660da59-57d2-4bd6-a758-87acb8f30ad9,Condutor,26,Ferido,a0ca30c1-14cc-4a1b-82dd-9dd9cc508eb9,67eaa0b5-c3c0-4542-b652-3c4c54fdf7e7,Masculino,25 a 29
c8c7abb6-6068-4e6d-b8df-a70f2ef81517,Condutor,21,Ferido,0bde0ab0-948f-402f-bf57-6fe5f32b4c1b,70361022-9112-41b3-a150-e9f4887e34f5,Masculino,20 a 24
6f5d0597-c278-4554-9c71-72fd157f96a0,Condutor,39,Ferido,a871b2ae-a1a4-41cc-b91f-931956abe198,bafa9d9a-e725-419a-8287-18b6c40a0645,Masculino,30 a 59
eae2f26f-77d5-4847-8e23-6a8fe9e1d09f,Condutor,43,Ferido,baeb0a55-671c-4016-a452-f4193faac0f9,7ceab4f1-fee5-4016-8301-3ed77bc2ab73,Masculino,30 a 59
f6fd37bf-57bb-435a-9992-20e6e44e2012,Condutor,12,Ferido,f70a2130-844d-457b-92e1-d18106d4c022,6f8ba1b0-fd6e-43e7-88c4-482fd4e91897,Masculino,11 a 14
3989871b-45c3-444a-873e-bc23d3b73016,Condutor,35,Ferido,445fd81f-2f86-44ea-84c8-6df530eae983,d911a2f0-cb4d-4fef-935a-c917c2f8b5a9,Masculino,30 a 59
414676df-622d-4d39-95fc-f7613b12df0f,Condutor,37,Ferido,905227af-1983-4add-b6b0-857f0bc6be42,652d9420-c1b0-4f0a-a93c-14ccc2b8e115,Masculino,30 a 59
2498241f-2868-4a4a-b574-e960bb4e1cf5,Condutor,18,Ferido,08db9ac8-9d64-49cd-b580-f4161d2a2354,b335934f-4823-4dd6-aa37-c90e0bd9cf5e,Masculino,18 a 19
be6e46f4-893a-4599-a280-e78386245ab3,Condutor,44,Ferido,0b5e7093-3a0c-4337-98b7-32fd69ff6b6b,98f65a5b-38ee-40cb-b44d-fa647e0c1556,Masculino,30 a 59
15bda232-5276-43fa-8df3-0af5e3bb3399,Condutor,37,Ferido,cd01064a-238c-43e0-945e-52ab9dcae588,a7a0263d-64ba-4a88-b650-9aaedb732306,Masculino,30 a 59
b2a07da2-5408-4bb2-815e-53cc1ffde6da,Condutor,37,Ferido,6d0da05c-54ac-4f64-b9b4-158797ed8365,36ca9d7b-a1c9-45b6-8198-ca5f478dbe5d,Masculino,30 a 59
80491c90-2685-4116-b34c-daf20a2dcaae,Condutor,31,Morto,24a6eb18-a71b-4a27-a5a0-a82b49799d42,0f159b42-4216-449a-a794-2c7bbff8abc1,Masculino,30 a 59
bdac2777-af2f-4dcc-a3ce-3628423925f9,Condutor,SI,Ferido,8689cb42-5330-4657-a3dd-df3e5ed4a904,a527bf67-5995-46e6-914c-154ad5f5b481,Masculino,Sem Informação
08bbd0cd-a8a9-464e-a690-246a416b347e,Condutor,46,Ferido,4702ade2-0aab-454f-a240-61cc2efb9b20,1dfa069d-e563-4e7f-bcb4-1ca656b7bd04,Masculino,30 a 59
cedaa3d4-b4d5-4e15-b9b9-f1b80dd003d6,Condutor,42,Ferido,a8eada27-fbbe-49dd-8012-aa5c7f34ed3a,4b36fe63-cb41-4e93-b589-3fe0804addfa,Masculino,30 a 59
99fedfda-658a-4579-a93a-cf372d36bb54,Condutor,11,Ferido,63daa72b-9933-473b-8f32-07e6b940eefa,dadfb9cc-423d-4715-a626-2f11b0c8cf43,Masculino,11 a 14
b53ea16a-ff2b-4c6a-ac3b-a40ca55245ad,Condutor,19,Ferido,4c4b3515-27b8-4d8a-9946-249191ef2c63,72fdd880-f61e-4f53-8c08-66b6902a5367,Masculino,18 a 19
5fed020a-22e9-4416-92db-9523a3d80364,Condutor,32,Ferido,4e59daed-2ebb-4d17-810c-e5f308f7c9a4,9df6922f-3b91-4af6-996d-a4bdb3eaccbd,Feminino,30 a 59
e56c9caa-9e9d-4e59-9f48-963f6de90468,Condutor,32,Ferido,120a6aaf-d167-4d2e-a67c-20b06b7eae39,8ce7d238-4344-4de6-82af-984d5a17e6e9,Masculino,30 a 59
17a45424-dc22-4792-a650-04531ec09924,Condutor,27,Ferido,171171cc-2e65-4a64-8f4f-2b7e3d5b1aea,f57f2f77-bd13-4c72-85c5-85fc6a6b7d67,Feminino,25 a 29
f372686f-5cba-4f57-8435-9f1dad8b2d31,Condutor,20,Ferido,84458758-ef55-478b-ba0c-7bf47c7b3e7b,0f489ae1-29f8-4ebe-a0d2-21d877e32732,Masculino,20 a 24
9d41b098-9cbc-4fc3-b39b-24674b216700,Condutor,14,Ferido,b539609b-e4fd-4ff6-99ac-c32b3154365b,998e8d43-aebc-4a95-b807-2b3337b444c8,Feminino,11 a 14
9d41b098-9cbc-4fc3-b39b-24674b216700,Condutor,13,Ferido,d3561298-2bdc-4135-8164-aacacc87bdb4,998e8d43-aebc-4a95-b807-2b3337b444c8,Feminino,11 a 14
e40aa234-32fd-469a-ad35-4e7ac5d8b1e5,Condutor,40,Ferido,e4803408-8396-4c18-807f-f0e6d11f2cb4,5c32aa8e-95d5-4ee0-b6a2-646d464d62d2,Masculino,30 a 59
3260c9fb-643d-425c-8ace-a423c9664a13,Condutor,35,Ferido,1404855d-9904-43d6-8f3a-00e5dd4c896b,f13eced4-7a97-4aca-b18a-746980e9dd84,Masculino,30 a 59
bd4173ea-73d0-43de-acb4-457a357d3469,Condutor,SI,Ferido,d853138f-aa45-43f0-93f0-b22797735ed4,d82e2b81-c200-4116-8257-6bb1219b16d5,Masculino,Sem Informação
7287e7ee-72b9-4df9-bcd2-af3f043a07de,Condutor,SI,Ferido,7d57980f-f815-4599-9d3a-d1bdcbe0543d,654013f4-d475-48a7-b8ae-d006f909a739,Masculino,Sem Informação
6d5c86ba-7c55-4948-85cc-0a0cbc414bdb,Condutor,29,Ferido,1348b5b1-6329-4d26-a6f6-4ecdce56c0a9,44ea1377-5a8f-4b12-bc89-c8df5ad324d7,Masculino,25 a 29
ef3c3b01-2cbb-4f96-905b-744ecde4c37f,Condutor,20,Ferido,c10c57b8-3ae9-4225-81a5-e8901a84dbaf,35ba12d7-cdb1-4f48-8c76-e14a3946b74b,Masculino,20 a 24
460754dd-bb7d-46be-8388-821eeb1f39b3,Condutor,24,Ferido,d3e17ea7-0c22-463b-9ff6-4eb005981c5f,bbe7d7df-06b0-4c5a-b5cf-d00d9d2f7604,Masculino,20 a 24
74c106ef-7f8d-41e0-9839-ece76a5c85e3,Condutor,42,Ferido,b7687900-1458-4067-b21e-59e4ecf2e3d4,ab46476c-9338-4d29-9144-f55803ade48b,Masculino,30 a 59
dd020d44-bcf3-4993-b39a-dda54a4c44a9,Condutor,28,Ferido,5f8a53c9-6a4d-418d-8dd0-b7b94bd48909,95df26d1-1b5c-4668-b599-1f05444e87c7,Feminino,25 a 29
ea0d93ed-227a-4954-81ef-ab50e62100bb,Condutor,40,Ferido,30ea6da1-efb8-4727-9671-4dceee539c3a,7df1f206-25ad-450d-b085-31866b1b2fa0,Masculino,30 a 59
a4af3a06-2897-4b41-934d-d9c9816f1976,Condutor,47,Ferido,db304c7e-3a83-4f84-b85e-8553bb4ba6c3,8862d616-4243-483f-a73b-dd35d43f1dee,Masculino,30 a 59
7939603d-336f-4d20-8ce2-bf73786c9570,Condutor,23,Ferido,f2770f65-b2b4-40dd-845d-bd3331509a96,841576d3-48b8-4113-b693-7b439efc07ad,Masculino,20 a 24
0bf675cf-e62f-4314-9387-402be3a96bcf,Condutor,22,Ferido,4510d170-a4d3-4722-8464-7d4f1a8c7cf6,3251ed02-e245-42ea-afc9-7a6a71426d7a,Masculino,20 a 24
4abf75d5-3a79-4cad-9ec0-3154a88d67c8,Condutor,26,Ferido,8d880646-1e4f-4b71-8cc4-e5a267a28aad,d658d711-a7ec-4c95-9873-7b66232d7dcf,Masculino,25 a 29
593fba45-8860-4503-9b71-7b11565058b7,Condutor,38,Ferido,9a1784d1-0a75-4a97-a0be-bc57c56e59ba,c1244720-69d3-402a-aed3-cd3fdc9f383e,Masculino,30 a 59
e68f7799-33d6-479f-991b-ec5192a340d6,Condutor,25,Ferido,6ce65c4a-5e36-41d2-9832-6220830e7347,2b3fa09c-c400-44ae-96f6-9325fbff3491,Masculino,25 a 29
ba81fcc8-4012-434d-b9f5-8630b7385fa0,Condutor,49,Ferido,1d7705d2-dea8-4a55-824a-da6f38e5043b,8bedec88-05b1-4f83-9b02-0eb2662c6df2,Masculino,30 a 59
2561907c-a4dc-4049-925a-a4e11ab3ec40,Condutor,24,Ferido,9efbcc36-78ba-439d-87c6-1c2280bbf344,c512281e-1c16-40c6-bf97-667832c42998,Masculino,20 a 24
58b642f1-5894-4300-814b-951c07d584b4,Condutor,28,Ferido,600db5d5-0651-46b6-8e2e-9828d4d6bd55,49ea514c-42b9-4d3d-9649-8b6081942c71,Masculino,25 a 29
313deb4c-de27-4353-b62c-ff113d674478,Condutor,24,Ferido,4aeec67b-55d1-44d6-93ba-8c63e94f810d,366c4f05-164d-4549-8eb8-9f3c87b506fe,Feminino,20 a 24
1f941d35-2a91-4f6f-8bd1-9bf35ce6feec,Condutor,31,Ferido,5b3e5a19-2b0f-440f-a469-ed2930527f47,9e862223-afaa-43da-bb66-c4d0b652de36,Masculino,30 a 59
5ea633b2-c419-4523-9caa-fe30c5be5542,Condutor,SI,Ferido,dd9d415c-7357-434f-9cc9-903861ba431b,062efc71-f67d-4396-a864-59ff0cde1d57,Masculino,Sem Informação
99240d38-d36b-4dd8-8a63-43df4055e6ca,Condutor,50,Ferido,57b371d3-de8a-4637-a9f1-a47bf815dd3f,2bfc8958-0bed-4bae-a13e-1505b0b65702,Masculino,30 a 59
0cafe36b-8d8b-4a05-bf35-6d36953b6745,Condutor,SI,Ferido,85b9232d-229a-4039-b38a-e3acc0b07721,4fe83b4c-95ef-4dd5-b1f5-b0a701f6fcd1,Masculino,Sem Informação
72ff1c0e-0591-47a3-a08b-231b5372e069,Condutor,20,Ferido,9fe67a6d-6873-4423-8de4-14846396541a,107e26f3-d03f-45b0-8258-8f52d2c489e1,Masculino,20 a 24
a7ac1135-d615-41a1-abcd-853637331492,Condutor,39,Ferido,4442c5dc-0081-4ad3-8a7c-4c4afcce8304,8ed2f0d9-bb75-4060-8404-5be4855f26bf,Masculino,30 a 59
b745bf0a-d387-4b2e-a656-41db2156a8d2,Condutor,6,Ferido,fa650874-baab-46fa-8eca-53ac715f3793,c2ab8ecb-dbdc-49fb-a871-10b810c8a247,Masculino,6 a 10
8057487a-cd89-4340-b29b-08c39f66f845,Condutor,23,Ferido,c09a2f75-078e-4213-9d41-0060135fd04d,ec93eefa-7432-4825-b80d-f4962c816969,Masculino,20 a 24
422a6363-7c4b-4396-91af-c23f7579656e,Condutor,49,Ferido,b0c36403-85d9-42c4-9e7c-d8bb156a9eba,e04aedec-7884-4ac1-8331-8a20ca5d75ef,Masculino,30 a 59
8f637573-6be4-4431-a75b-e716712ba29e,Condutor,25,Morto,7d4f3d28-bdb0-4a9a-b6d8-39cf6f2c1566,f2e8b085-2d5b-45bf-8646-33cd294f2905,Feminino,25 a 29
fd96db8d-908f-4fc8-8366-c200eb0ca7f7,Condutor,27,Ferido,7f499e2b-b5d2-4f2a-8400-cf1ee565aebe,6f2d76f9-6597-4b44-87ac-07862d00b485,Masculino,25 a 29
86eeac5b-3b59-44b2-adc6-922ce0bdcbc3,Condutor,45,Ferido,fe3b9958-ad66-4fae-a054-bffae03d4248,45faa743-a7ff-4806-8c5e-87f37ac49963,Masculino,30 a 59
85159089-8d4c-431f-a85a-9656a7e24e3d,Condutor,29,Ferido,1f0635e8-1163-49b2-90b0-119e6003fb8a,23b39f9d-8d37-48f5-9101-1e01c47078b6,Masculino,25 a 29
16f39b19-4bd0-4b65-9453-a8c0c5a9fbfd,Condutor,48,Ferido,1f94715c-531a-40c0-b93f-a9597741780a,ded5c8c0-0097-40f1-9278-3f01b1021a24,Feminino,30 a 59
5179671c-868b-4a02-8372-859723c989ac,Condutor,23,Ferido,d8c45cf6-f59a-446d-9abe-659ee509247d,2304b782-775f-4488-a589-a1246efd484b,Masculino,20 a 24
c6c77e40-f9c3-4d12-bc85-fef86f9e7b77,Condutor,53,Ferido,3b760265-36f6-4ac8-9310-4295dc49c7c3,f342a663-3627-4189-99ee-22475b7b8f8c,Masculino,30 a 59
4384561e-ad45-4362-8e3c-d2a1a34ce971,Condutor,29,Ferido,c21193d5-d3ee-4dc8-8e06-122e98d05395,9f6c67f3-f191-4ab5-9664-dd6ef0379172,Masculino,25 a 29
90ed8d2c-c0cf-4390-8e87-849c6c519717,Condutor,19,Ferido,9b570280-aad4-4d39-91e1-da813de9d0a0,dc214bdd-b187-4195-ba76-90282e7fd399,Masculino,18 a 19
8fa0b915-9310-4efa-905d-4ef193c48531,Condutor,18,Ferido,45dda4ee-8036-4856-951c-6fac82717d04,1197637d-93ed-4f90-9e7a-5f8b3917ecf6,Masculino,18 a 19
26461769-ea31-42e4-a2a3-a2d849a541e1,Condutor,37,Ferido,71f7f416-b809-475b-b3bb-67f83fb2340b,19a28648-1527-428b-bcf0-d784ad843d46,Masculino,30 a 59
d2cada52-00a9-4348-9bc6-1f6d1a794c4a,Condutor,20,Ferido,cb33efbb-5c94-428c-824c-e7592cf6bf50,273360b5-6fff-44a9-8fdf-c4ddf09ddf90,Masculino,20 a 24
eb4984c2-a794-455a-bfdd-d77fa964141b,Condutor,48,Ferido,ab092c6b-401e-45cf-9aca-3961e2b189ca,37645130-0349-4024-a4cc-f45d06a15796,Masculino,30 a 59
4c345f54-bd16-4e47-b0aa-bf685b766e7d,Condutor,38,Ferido,b713c849-df4a-4d40-9fe2-713302eed787,4d810912-628e-44c4-9659-d1e44b0294d0,Masculino,30 a 59
8770e62a-cea5-40d6-9144-dc1b596fd40b,Condutor,53,Ferido,e08088b9-4802-4db3-a5dc-a8c2a46f7d58,16b8c9f7-0921-4891-8ffd-837fd8689aa2,Feminino,30 a 59
14de3565-79cd-4b55-9012-6a0db74bcb12,Condutor,24,Ferido,0bbab514-ea71-465a-9910-4b314229e428,d8a7bc1c-bb32-4443-913f-0ad0cbc2cef0,Masculino,20 a 24
6a57a8de-a023-4e95-8003-c6d31acfa09c,Condutor,39,Ferido,065728c9-b847-4492-b6ca-0f964c9e9617,346001b4-b4c9-4b1a-8e9a-5d7c897df75d,Masculino,30 a 59
6a57a8de-a023-4e95-8003-c6d31acfa09c,Condutor,39,Ferido,a7890e1c-a39a-40bf-b8ee-7d22fb1d956d,54569a7d-b193-4731-8638-7e7479a742b9,Masculino,30 a 59
154ce289-de61-4137-b285-fd3643abb60a,Condutor,42,Ferido,4c8887f5-4756-452d-904d-06aac00a9664,b669d76e-b521-49cb-8de8-974c7050b10d,Feminino,30 a 59
88a5b1a8-1ab0-4929-b5a1-c96d5d92a100,Condutor,20,Ferido,bc5ba135-394f-40c6-a155-cfc2bec955e7,babe1d93-ebae-4820-b32d-e4b97cc83add,Masculino,20 a 24
ff5bd815-72fc-4b42-a5f2-d388253faf02,Condutor,74,Ferido,b8b596f8-0e8c-4bbd-a9c9-8c1c449c9eef,37abed18-9fa9-4cbc-826c-8c71cf13cd9c,Feminino,60 ou mais
0f9193a6-6525-41af-9339-2f2cc9505248,Condutor,24,Ferido,0d86ab37-b459-43f8-ab8a-b3a21d3228a9,b5e62099-317a-4e72-8efb-b137a9dbbbf0,Masculino,20 a 24
ba53b416-4da5-4a5b-a4b7-6781a50f8b0f,Condutor,20,Ferido,19d92bb5-dca7-444b-9a76-29baf951fa8f,12b89019-4540-4d2f-88a6-b090ec132120,Masculino,20 a 24
aa1c1568-58f2-46f1-b648-104f1bd65f2d,Condutor,SI,Ferido,9dd70c66-797d-49dd-8628-840445ad6bfb,f5120f0c-cf5a-4a7d-8083-2470723cd079,Masculino,Sem Informação
aa1c1568-58f2-46f1-b648-104f1bd65f2d,Condutor,SI,Ferido,a50f6c8e-c4e5-4099-a790-35ccf9921191,0b71317e-725b-41bc-81d2-1b3fcf63adc6,Masculino,Sem Informação
e0666a34-45b4-4ef4-b03d-9d7f154d3f5e,Condutor,29,Ferido,d41b8e57-bde2-48dd-9a47-cd063d0f487a,162b555e-d801-4804-9838-0eb86c0e1003,Masculino,25 a 29
f18fa24e-b71d-4a0d-9e80-66a8b88a6a86,Condutor,SI,Ferido,1e9e125c-5c77-4e61-8d6f-5bf73560568f,080f16ca-3b57-4e99-afe5-ccbeba21e50b,Masculino,Sem Informação
b1971341-7940-4aa7-84e7-c695948a25f2,Condutor,19,Ferido,d8f1e34b-3766-445e-bcfb-42fc0cbebc65,d0572d1b-0387-47fe-ad1a-46178f0fee18,Masculino,18 a 19
03edf52c-ab3c-4e16-9b77-7fef86ced8ba,Condutor,17,Ferido,d78a9dbc-de9e-4b2c-a7d3-9277f47676fc,c0bcdfb6-f1f9-4114-a85b-5220de4ddac0,Masculino,15 a 17
a4fd1bfe-72f8-4865-af05-e4197693d8b7,Condutor,33,Ferido,80cb5512-ce31-4bfe-8441-20e8cbb78729,7b893833-297e-4475-804f-20254014ce77,Masculino,30 a 59
5d7b2650-afff-4200-87ca-84546d6d7133,Condutor,24,Ferido,8a41644a-9c5a-4e27-b6cc-91d33bd5b6c7,74535b20-6b74-4529-95f4-d33b7329da76,Masculino,20 a 24
e420ab09-01ab-414a-857c-ee86f42caf83,Condutor,55,Ferido,1b71a815-d76b-4344-bd55-a879843f9e72,cf547c18-c6c7-4f8f-a7cd-314662a64847,Masculino,30 a 59
eade3059-0f39-4401-8a95-7e54cf4caee4,Condutor,35,Ferido,a18cfd45-c17f-4ad4-8a4f-40fa74ef06e2,1d4018d1-63c7-4cb3-b9c0-d2500f753f76,Masculino,30 a 59
7383744b-cc6a-4ee9-9479-53f1eeef7b01,Condutor,59,Ferido,1aae2905-81b5-4e31-9fb4-292e18c060c8,b36e6e9d-7e14-47da-b349-d5217202d472,Masculino,30 a 59
4a88bc55-acac-48ff-8392-fcb86e2d9e6a,Condutor,41,Ferido,3bd8422a-6f1c-40ba-9431-9b4d158273fd,8e7570eb-6f7f-415c-b002-703cdf7ab31a,Masculino,30 a 59
3b0d91c8-a648-41f4-9914-aa34202be4d1,Condutor,20,Ferido,d8ba38b3-777e-42c7-a06c-1bfc4c1b4be8,08b75782-668a-4a00-a385-d5d74d0d9167,Masculino,20 a 24
ea595136-206a-4b6e-80fa-304ceedf688d,Condutor,19,Ferido,b004c66d-ed95-440e-8765-394827935956,7f6fc313-347a-41e7-b5d1-e7292807d448,Masculino,18 a 19
e0a8f604-c070-4685-87fa-fe5c8909cfae,Condutor,25,Ferido,eeebc063-ab57-4b5c-b42a-5e2f14265ee7,7d869457-6774-4540-b72f-ad721c27fd42,Masculino,25 a 29
85f46319-4767-4dcf-af0e-51324ccd2e6b,Condutor,61,Ferido,88264562-acfe-4d3a-beb2-e394f229b242,55b33938-2dd3-4fc8-904d-2ba66b5f5528,Feminino,60 ou mais
99cdff95-f14e-4a9c-8fbc-55708d0d8c2a,Condutor,SI,Ferido,bf95960a-df08-4831-abaa-8208f45ce8b1,8989195c-e782-4af7-8145-217fed5a4d61,Feminino,Sem Informação
318c331e-151f-44d5-8bf3-7b641047a006,Condutor,36,Ferido,66d4b163-f84a-4df1-a28e-61f273263542,f57e4546-94f8-4b14-a000-a12f6903d69e,Masculino,30 a 59
4d8d8c9a-b2f7-43ce-a350-de60b68c6851,Condutor,19,Ferido,d3e33b03-f53b-407b-b5f6-eb53a5213ef5,4528bff3-ca7c-471c-8905-498025ae31ac,Masculino,18 a 19
7727a036-4e71-4145-97fb-270aaf0942d0,Condutor,6,Ferido,524ea5c1-3919-480d-9394-da6621350535,a4082a0d-fdfd-4689-8267-070e57cdce88,Masculino,6 a 10
e2551630-9875-4182-a4c2-29fb9d51fa87,Condutor,56,Ferido,b5021ebc-2019-430f-b924-ab55a0bbb3bb,f343f57a-b419-4de1-8c84-c7288b28806d,Masculino,30 a 59
f13ae6df-fa16-4add-b42f-08f8b5afd88b,Condutor,45,Ferido,2e27327f-f005-4ae7-a15f-99e916e5c8f2,4dbfd7ad-e978-49fd-8018-ed3a792665c2,Masculino,30 a 59
c0ba1cf8-8094-4f34-86b5-6df7fdac2f52,Condutor,60,Ferido,7a23511a-bfdb-4b70-a699-2b154a2b963d,10026e7d-8b27-4fde-9408-c4ddd729c79e,Masculino,60 ou mais
21337f3e-1e28-459f-bece-5d3778a1faba,Condutor,47,Ferido,1833793c-f53e-4e78-9081-cf8fc29d1e24,407411c0-2212-480e-8105-8e19966f2e36,Masculino,30 a 59
93537590-2d96-4c79-a67f-6b625b21a008,Condutor,31,Ferido,d1a8d481-a144-477a-876d-4ff94c208165,c425e9da-daca-4033-b361-3a6693ccf41c,Masculino,30 a 59
535ffeb5-cd48-46aa-a08e-9df90d6b113f,Condutor,47,Ferido,38e7ea40-6375-4418-8837-63fac4b202b4,176fffae-21b1-48aa-b702-f80fcbf5be1c,Masculino,30 a 59
258b7c23-31ca-4440-bb6b-629b86526169,Condutor,20,Ferido,a83fef58-585a-45d9-86cd-946cc9cf2435,f5780e1d-41f2-4b59-9a4a-939a4ec3c881,Masculino,20 a 24
7bd0d088-99dd-4b63-bd08-09550f60e770,Condutor,19,Ferido,7c788ee3-33c7-4337-8134-fd41ecec3b13,7073c4c6-0683-471c-8fc9-68c6e6a405cd,Masculino,18 a 19
1976fbe8-c532-458a-b336-200112fcfbb0,Condutor,56,Ferido,e0d95ba1-4094-4749-9fc1-c03f335c40de,0ed82372-0f27-4d15-b2a5-16ce02dd2d56,Masculino,30 a 59
0d160062-a8eb-4376-95ae-2d4ae629a0c4,Condutor,30,Ferido,7ead8cab-f3a6-4f5a-9f64-d598f70688d3,efeacef1-6e8e-4ae8-9e91-eb1ffc9ab54f,Masculino,30 a 59
a7964dc1-ed0c-4a91-b54c-ddfc1c42e747,Condutor,33,Ferido,354bcf20-9caf-4179-95a1-7035657146bf,1490f54b-d444-48de-954c-1f1abb023304,Masculino,30 a 59
d8f08ad4-23e7-4bc3-a5ee-8bfecfd49885,Condutor,46,Ferido,e7fb4012-6840-4623-9904-8965571ba676,dffa632a-10fc-49ef-a989-23232e0f6659,Masculino,30 a 59
0fbe694d-dfc2-4e0b-a867-35ab670c5914,Condutor,43,Ferido,ac867ad4-3d89-4f80-a901-949b96f99b3d,72921782-db6f-4a2a-a3b6-03f88b97204f,Masculino,30 a 59
407dc2bd-a011-4724-b0cd-8e524d6b5c9e,Condutor,21,Ferido,79061b13-c878-43d0-840d-799ee32fd87e,9dfc58a0-4c41-494f-8cc1-062f57f0d969,Feminino,20 a 24
7e2a3d25-9e6c-4022-80d0-15f7abf786a0,Condutor,26,Ferido,a0039f1c-f2ab-48d0-bdd0-b2cd1ab9a163,7ca61417-eada-4bf7-8817-e7acda04a654,Feminino,25 a 29
