record_id,created,modified,occurred_from,occurred_to,lat,lon,location_text,city,city_district,county,neighborhood,road,state,weather,light,Veículos,Mortos,Endereço,Severidade,Vítimas,Tipo de Acidente,driverIncidenteDetails_id,Feridos,Subprefeitura,acidente_id,Distrito,Acidente
,2019-06-11T18:21:08.499776+00:00,2019-06-11T18:21:08.499828+00:00,2018-11-29T13:45:00+00:00,2018-11-29T13:45:00+00:00,-23.6926,-46.7145,None,None,None,None,None,None,None,None,None,2,0,R LEONARDO DE FASSIO,Vítimas Feridas,1,Colisão,4879d2b8-b499-496b-85c7-8b1eccbd7dea,1,,D111802608,,Colisão
,2019-06-11T18:21:23.722156+00:00,2019-06-11T18:21:23.722208+00:00,2018-11-29T05:00:00+00:00,2018-11-29T05:00:00+00:00,-23.5541,-46.641,None,None,None,None,None,None,None,None,None,2,0,R DO BIXIGA,Vítimas Feridas,1,Colisão,abce52cb-5429-45bf-8b77-b6a1f76a8b78,1,,D111802810,,Colisão
,2019-06-11T18:19:38.392743+00:00,2019-06-11T18:19:38.392796+00:00,2018-11-28T15:45:00+00:00,2018-11-28T15:45:00+00:00,-23.5922,-46.6886,None,None,None,None,None,None,None,None,None,2,0,AV CHEDID JAFET,Vítimas Feridas,1,Colisão,f3cda178-e685-4762-8493-50ba50ba4a3e,1,,D111801250,,Colisão
,2019-06-11T18:18:09.437172+00:00,2019-06-11T18:18:09.437224+00:00,2018-11-27T15:00:00+00:00,2018-11-27T15:00:00+00:00,-23.5752,-46.7124,None,None,None,None,None,None,None,None,None,2,0,AV CAXINGUI,Vítimas Feridas,1,Colisão,861b0efc-3e40-4c36-84dd-05f735d46f3e,1,,D111800229,,Colisão
,2019-06-11T18:19:15.943681+00:00,2019-06-11T18:19:15.943738+00:00,2018-11-26T23:40:00+00:00,2018-11-26T23:40:00+00:00,-23.4865,-46.6075,None,None,None,None,None,None,None,None,None,2,0,SEM DENOMINACAO,Vítimas Feridas,1,Colisão,dc2e08b1-25c1-4bdc-b250-706122d33e9a,1,,D111800971,,Colisão
,2019-06-11T18:18:30.987450+00:00,2019-06-11T18:18:30.987503+00:00,2018-11-25T18:30:00+00:00,2018-11-25T18:30:00+00:00,-23.5091,-46.432,None,None,None,None,None,None,None,None,None,2,0,AV PROF ARGEMIRO SILVESTRE,Vítimas Feridas,1,Colisão,95d88af7-f129-47d3-b3e0-1291d6f9cfef,1,,D111800495,,Colisão
,2019-06-11T18:20:23.354694+00:00,2019-06-11T18:20:23.354746+00:00,2018-11-24T14:57:00+00:00,2018-11-24T14:57:00+00:00,-23.5876,-46.7389,None,None,None,None,None,None,None,None,None,2,0,R EDSON BONA,Vítimas Feridas,1,Colisão,1027874f-e8a5-4dc6-b71b-affbf9111f0c,1,,D111801929,,Colisão
,2019-06-11T18:21:40.203741+00:00,2019-06-11T18:21:40.203793+00:00,2018-11-24T14:30:00+00:00,2018-11-24T14:30:00+00:00,-23.6131,-46.6969,None,None,None,None,None,None,None,None,None,2,0,AV JORN ROBERTO MARINHO,Vítimas Feridas,1,Colisão,6cb9d141-329f-475d-a554-ff5447482eb7,1,,D111803039,,Colisão
,2019-06-11T18:20:37.268263+00:00,2019-06-11T18:20:37.268315+00:00,2018-11-23T13:30:00+00:00,2018-11-23T13:30:00+00:00,-23.5894,-46.6349,None,None,None,None,None,None,None,None,None,2,0,AV PROF NOE AZEVEDO,Vítimas Feridas,1,Colisão,b21daa98-d1b6-412e-a5d2-be23858b1337,1,,D111802104,,Colisão
,2019-06-11T18:19:07.896762+00:00,2019-06-11T18:19:07.896814+00:00,2018-11-22T19:50:00+00:00,2018-11-22T19:50:00+00:00,-23.482,-46.6316,None,None,None,None,None,None,None,None,None,1,0,R PROF VALERIO GIULI,Vítimas Feridas,1,Atropelamento,38f9c332-479c-4f1b-93e3-1bec262e8869,1,,D111800897,,Atropelamento
,2019-06-11T18:21:03.150323+00:00,2019-06-11T18:21:03.150376+00:00,2018-11-21T15:30:00+00:00,2018-11-21T15:30:00+00:00,-23.5737,-46.722,None,None,None,None,None,None,None,None,None,2,0,R DR ERNANI DA GAMA CORREA,Vítimas Feridas,1,Colisão,40bd91d7-3f53-4afc-9b27-8f64451cf110,1,,D111802484,,Colisão
,2019-06-11T18:20:17.940570+00:00,2019-06-11T18:20:17.940623+00:00,2018-11-21T15:00:00+00:00,2018-11-21T15:00:00+00:00,-23.534,-46.6721,None,None,None,None,None,None,None,None,None,2,0,TV JOSE MUSSI,Vítimas Feridas,1,Colisão,3c2bf259-4ba1-457b-b397-0145115d256a,1,,D111801857,,Colisão
,2019-06-11T18:18:33.379867+00:00,2019-06-11T18:18:33.379920+00:00,2018-11-21T11:25:00+00:00,2018-11-21T11:25:00+00:00,-23.595,-46.6959,None,None,None,None,None,None,None,None,None,2,0,R EVARISTO CONRADO ENGELBERG,Vítimas Feridas,1,Colisão,5869daa6-3b82-48c6-8540-da94d56420ec,1,,D111800524,,Colisão
,2019-06-11T18:20:19.645240+00:00,2019-06-11T18:20:19.645298+00:00,2018-11-21T10:23:00+00:00,2018-11-21T10:23:00+00:00,-23.5025,-46.6261,None,None,None,None,None,None,None,None,None,2,0,R VOLUNTARIOS DA PATRIA,Vítimas Feridas,1,Choque,8e0c8eb4-0767-4f9d-8771-b860e055f7d9,1,,D111801872,,Choque
,2019-06-11T18:21:40.717518+00:00,2019-06-11T18:21:40.717586+00:00,2018-11-15T23:20:00+00:00,2018-11-15T23:20:00+00:00,-23.7383,-46.6915,None,None,None,None,None,None,None,None,None,2,0,R NELSON GEBARA,Vítimas Feridas,1,Colisão,edfe0330-44f2-49ae-a7da-9f908a8f5c1c,1,,D111803058,,Colisão
,2019-06-11T18:21:14.023227+00:00,2019-06-11T18:21:14.023279+00:00,2018-11-14T20:45:00+00:00,2018-11-14T20:45:00+00:00,-23.4835,-46.7164,None,None,None,None,None,None,None,None,None,2,0,R DR TEODOLINDO CASTIGLIONE,Vítimas Feridas,1,Colisão,f631a5cf-887a-46d4-8f88-4dc66536ef2d,1,,D111802660,,Colisão
,2019-06-11T18:19:14.954831+00:00,2019-06-11T18:19:14.954882+00:00,2018-11-14T19:50:00+00:00,2018-11-14T19:50:00+00:00,-23.754,-46.6819,None,None,None,None,None,None,None,None,None,2,0,R NOVA LUSITANIA,Vítimas Feridas,1,Colisão,643a28e0-6dd3-48cd-8d3a-285493e42f83,1,,D111800952,,Colisão
,2019-06-11T18:19:30.256742+00:00,2019-06-11T18:19:30.256794+00:00,2018-11-14T17:00:00+00:00,2018-11-14T17:00:00+00:00,-23.4708,-46.6516,None,None,None,None,None,None,None,None,None,2,0,R ALMIR RODRIGUES,Vítimas Feridas,1,Colisão,cc360b2f-748e-448b-8964-2456f9ba0bfb,1,,D111801157,,Colisão
,2019-06-11T18:18:09.903793+00:00,2019-06-11T18:18:09.903823+00:00,2018-11-14T11:45:00+00:00,2018-11-14T11:45:00+00:00,-23.4944,-46.3884,None,None,None,None,None,None,None,None,None,2,0,R DAMIAO DE SOUSA PEREIRA,Vítimas Feridas,1,Colisão,70301f2f-c8e6-41d1-ad74-67d744e6f0ad,1,,D111800232,,Colisão
,2019-06-11T18:18:24.956438+00:00,2019-06-11T18:18:24.956490+00:00,2018-11-12T23:00:00+00:00,2018-11-12T23:00:00+00:00,-23.5067,-46.6245,None,None,None,None,None,None,None,None,None,2,1,AV GAL ATALIBA LEONEL,Vítimas Fatais,1,Colisão,288801da-862d-4539-bf45-970236c0711d,0,,D111800433,,Colisão
,2019-06-11T18:20:40.008015+00:00,2019-06-11T18:20:40.008046+00:00,2018-11-12T16:00:00+00:00,2018-11-12T16:00:00+00:00,-23.5511,-46.6275,None,None,None,None,None,None,None,None,None,2,0,PQ DOM PEDRO II,Vítimas Feridas,1,Colisão,afc8371b-a047-4dfd-aacc-83bcf01f8158,1,,D111802134,,Colisão
,2019-06-11T18:17:57.361655+00:00,2019-06-11T18:17:57.361707+00:00,2018-11-11T15:12:00+00:00,2018-11-11T15:12:00+00:00,-23.5146,-46.5357,None,None,None,None,None,None,None,None,None,2,0,AV GOV CARVALHO PINTO,Vítimas Feridas,1,Atropelamento,bf0d8687-81aa-4d7d-8d53-5fdd3896da67,1,,D111800086,,Atropelamento
,2019-06-11T18:18:13.539371+00:00,2019-06-11T18:18:13.539414+00:00,2018-11-10T22:46:00+00:00,2018-11-10T22:46:00+00:00,-23.5844,-46.5835,None,None,None,None,None,None,None,None,None,1,0,AV PROF LUIZ IGNACIO ANHAIA MELLO,Vítimas Feridas,1,Sem informações,935bd6c9-7ae5-4fa9-be8a-dd7d0cd25c32,1,,D111800297,,Sem informações
,2019-06-11T18:20:14.729296+00:00,2019-06-11T18:20:14.729348+00:00,2018-11-09T20:30:00+00:00,2018-11-09T20:30:00+00:00,-23.5965,-46.6781,None,None,None,None,None,None,None,None,None,2,0,R PROF ATILIO INNOCENTI,Vítimas Feridas,1,Choque,729912e0-cee8-4575-a69a-1bc7702dc28f,1,,D111801794,,Choque
